county,precinct,office,district,party,candidate,votes,election_day,mail,provisional,federal
Centre,29-STATE COLLEGE EAST CENTRAL 2,State Assembly,77,,Over Votes,0,0,0,0,0
Centre,29-STATE COLLEGE EAST CENTRAL 2,State Assembly,77,,Under Votes,31,17,13,1,0
Centre,30-STATE COLLEGE EAST CENTRAL 3,Registered Voters,,,,1012,,,,
Centre,30-STATE COLLEGE EAST CENTRAL 3,Ballots Cast,,,,332,176,151,5,0
Centre,30-STATE COLLEGE EAST CENTRAL 3,Ballots Cast - Blank,,,,0,0,0,0,0
Centre,30-STATE COLLEGE EAST CENTRAL 3,President,,DEM,Joseph R. Biden,231,94,134,3,0
Centre,30-STATE COLLEGE EAST CENTRAL 3,President,,REP,Donald J. Trump,91,76,13,2,0
Centre,30-STATE COLLEGE EAST CENTRAL 3,President,,LIB,Jo Jorgensen,8,5,3,0,0
Centre,30-STATE COLLEGE EAST CENTRAL 3,President,,,Write-ins,2,1,1,0,0
Centre,30-STATE COLLEGE EAST CENTRAL 3,President,,,Write-In: Andrew Yang & variations,0,0,0,0,0
Centre,30-STATE COLLEGE EAST CENTRAL 3,President,,,Write-In: Brian Carroll & variations,0,0,0,0,0
Centre,30-STATE COLLEGE EAST CENTRAL 3,President,,,Write-In: Jade Simmons & variations,0,0,0,0,0
Centre,30-STATE COLLEGE EAST CENTRAL 3,President,,,Write-In: Scattered,2,1,1,0,0
Centre,30-STATE COLLEGE EAST CENTRAL 3,President,,,Write-In: Bernie Sanders & variations,0,0,0,0,0
Centre,30-STATE COLLEGE EAST CENTRAL 3,President,,,Write-In: Howie Hawkins & variations,0,0,0,0,0
Centre,30-STATE COLLEGE EAST CENTRAL 3,President,,,Not Assigned,0,0,0,0,0
Centre,30-STATE COLLEGE EAST CENTRAL 3,President,,,Over Votes,0,0,0,0,0
Centre,30-STATE COLLEGE EAST CENTRAL 3,President,,,Under Votes,0,0,0,0,0
Centre,30-STATE COLLEGE EAST CENTRAL 3,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,199,79,118,2,0
Centre,30-STATE COLLEGE EAST CENTRAL 3,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,90,75,13,2,0
Centre,30-STATE COLLEGE EAST CENTRAL 3,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,8,8,0,0,0
Centre,30-STATE COLLEGE EAST CENTRAL 3,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,9,4,4,1,0
Centre,30-STATE COLLEGE EAST CENTRAL 3,ATTORNEY GENERAL,,,Write-ins,2,2,0,0,0
Centre,30-STATE COLLEGE EAST CENTRAL 3,ATTORNEY GENERAL,,,Not Assigned,2,2,0,0,0
Centre,30-STATE COLLEGE EAST CENTRAL 3,ATTORNEY GENERAL,,,Over Votes,1,0,1,0,0
Centre,30-STATE COLLEGE EAST CENTRAL 3,ATTORNEY GENERAL,,,Under Votes,23,8,15,0,0
Centre,30-STATE COLLEGE EAST CENTRAL 3,AUDITOR GENERAL,,DEM,NINA AHMAD,196,79,115,2,0
Centre,30-STATE COLLEGE EAST CENTRAL 3,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,94,77,15,2,0
Centre,30-STATE COLLEGE EAST CENTRAL 3,AUDITOR GENERAL,,LIB,JENNIFER MOORE,8,7,1,0,0
Centre,30-STATE COLLEGE EAST CENTRAL 3,AUDITOR GENERAL,,GRN,OLIVIA FAISON,7,2,4,1,0
Centre,30-STATE COLLEGE EAST CENTRAL 3,AUDITOR GENERAL,,,Write-ins,2,2,0,0,0
Centre,30-STATE COLLEGE EAST CENTRAL 3,AUDITOR GENERAL,,,Not Assigned,2,2,0,0,0
Centre,30-STATE COLLEGE EAST CENTRAL 3,AUDITOR GENERAL,,,Over Votes,1,0,1,0,0
Centre,30-STATE COLLEGE EAST CENTRAL 3,AUDITOR GENERAL,,,Under Votes,24,9,15,0,0
Centre,30-STATE COLLEGE EAST CENTRAL 3,STATE TREASURER,,DEM,JOE TORSELLA,192,79,111,2,0
Centre,30-STATE COLLEGE EAST CENTRAL 3,STATE TREASURER,,REP,STACY L GARRITY,89,73,14,2,0
Centre,30-STATE COLLEGE EAST CENTRAL 3,STATE TREASURER,,LIB,JOE SOLOSKI,13,10,3,0,0
Centre,30-STATE COLLEGE EAST CENTRAL 3,STATE TREASURER,,GRN,TIMOTHY RUNKLE,8,3,4,1,0
Centre,30-STATE COLLEGE EAST CENTRAL 3,STATE TREASURER,,,Write-ins,2,2,0,0,0
Centre,30-STATE COLLEGE EAST CENTRAL 3,STATE TREASURER,,,Not Assigned,2,2,0,0,0
Centre,30-STATE COLLEGE EAST CENTRAL 3,STATE TREASURER,,,Over Votes,0,0,0,0,0
Centre,30-STATE COLLEGE EAST CENTRAL 3,STATE TREASURER,,,Under Votes,28,9,19,0,0
Centre,30-STATE COLLEGE EAST CENTRAL 3,U.S. House,12,DEM,LEE GRIFFIN,215,83,129,3,0
Centre,30-STATE COLLEGE EAST CENTRAL 3,U.S. House,12,REP,FRED KELLER,95,79,14,2,0
Centre,30-STATE COLLEGE EAST CENTRAL 3,U.S. House,12,,Write-ins,3,3,0,0,0
Centre,30-STATE COLLEGE EAST CENTRAL 3,U.S. House,12,,Write-In: Liz Terwilliger & variations,2,2,0,0,0
Centre,30-STATE COLLEGE EAST CENTRAL 3,U.S. House,12,,Not Assigned,1,1,0,0,0
Centre,30-STATE COLLEGE EAST CENTRAL 3,U.S. House,12,,Over Votes,0,0,0,0,0
Centre,30-STATE COLLEGE EAST CENTRAL 3,U.S. House,12,,Under Votes,19,11,8,0,0
Centre,30-STATE COLLEGE EAST CENTRAL 3,State Assembly,77,DEM,H SCOTT CONKLIN,196,72,121,3,0
Centre,30-STATE COLLEGE EAST CENTRAL 3,State Assembly,77,REP,STEVE YETSKO,114,97,15,2,0
Centre,30-STATE COLLEGE EAST CENTRAL 3,State Assembly,77,,Write-ins,0,0,0,0,0
Centre,30-STATE COLLEGE EAST CENTRAL 3,State Assembly,77,,Not Assigned,0,0,0,0,0
Centre,30-STATE COLLEGE EAST CENTRAL 3,State Assembly,77,,Over Votes,0,0,0,0,0
Centre,30-STATE COLLEGE EAST CENTRAL 3,State Assembly,77,,Under Votes,22,7,15,0,0
Centre,16-STATE COLLEGE NORTH,Registered Voters,,,,874,,,,
Centre,16-STATE COLLEGE NORTH,Ballots Cast,,,,678,250,427,1,0
Centre,16-STATE COLLEGE NORTH,Ballots Cast - Blank,,,,0,0,0,0,0
Centre,16-STATE COLLEGE NORTH,President,,DEM,Joseph R. Biden,559,174,385,0,0
Centre,16-STATE COLLEGE NORTH,President,,REP,Donald J. Trump,105,70,34,1,0
Centre,16-STATE COLLEGE NORTH,President,,LIB,Jo Jorgensen,6,2,4,0,0
Centre,16-STATE COLLEGE NORTH,President,,,Write-ins,5,2,3,0,0
Centre,16-STATE COLLEGE NORTH,President,,,Write-In: Andrew Yang & variations,0,0,0,0,0
Centre,16-STATE COLLEGE NORTH,President,,,Write-In: Brian Carroll & variations,0,0,0,0,0
Centre,16-STATE COLLEGE NORTH,President,,,Write-In: Jade Simmons & variations,0,0,0,0,0
Centre,16-STATE COLLEGE NORTH,President,,,Write-In: Scattered,4,1,3,0,0
Centre,16-STATE COLLEGE NORTH,President,,,Write-In: Bernie Sanders & variations,1,1,0,0,0
Centre,16-STATE COLLEGE NORTH,President,,,Write-In: Howie Hawkins & variations,0,0,0,0,0
Centre,16-STATE COLLEGE NORTH,President,,,Not Assigned,0,0,0,0,0
Centre,16-STATE COLLEGE NORTH,President,,,Over Votes,0,0,0,0,0
Centre,16-STATE COLLEGE NORTH,President,,,Under Votes,3,2,1,0,0
Centre,16-STATE COLLEGE NORTH,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,519,160,359,0,0
Centre,16-STATE COLLEGE NORTH,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,127,76,50,1,0
Centre,16-STATE COLLEGE NORTH,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,12,8,4,0,0
Centre,16-STATE COLLEGE NORTH,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,6,3,3,0,0
Centre,16-STATE COLLEGE NORTH,ATTORNEY GENERAL,,,Write-ins,0,0,0,0,0
Centre,16-STATE COLLEGE NORTH,ATTORNEY GENERAL,,,Not Assigned,0,0,0,0,0
Centre,16-STATE COLLEGE NORTH,ATTORNEY GENERAL,,,Over Votes,0,0,0,0,0
Centre,16-STATE COLLEGE NORTH,ATTORNEY GENERAL,,,Under Votes,14,3,11,0,0
Centre,16-STATE COLLEGE NORTH,AUDITOR GENERAL,,DEM,NINA AHMAD,506,150,356,0,0
Centre,16-STATE COLLEGE NORTH,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,128,75,52,1,0
Centre,16-STATE COLLEGE NORTH,AUDITOR GENERAL,,LIB,JENNIFER MOORE,15,11,4,0,0
Centre,16-STATE COLLEGE NORTH,AUDITOR GENERAL,,GRN,OLIVIA FAISON,12,8,4,0,0
Centre,16-STATE COLLEGE NORTH,AUDITOR GENERAL,,,Write-ins,0,0,0,0,0
Centre,16-STATE COLLEGE NORTH,AUDITOR GENERAL,,,Not Assigned,0,0,0,0,0
Centre,16-STATE COLLEGE NORTH,AUDITOR GENERAL,,,Over Votes,0,0,0,0,0
Centre,16-STATE COLLEGE NORTH,AUDITOR GENERAL,,,Under Votes,17,6,11,0,0
Centre,16-STATE COLLEGE NORTH,STATE TREASURER,,DEM,JOE TORSELLA,513,154,359,0,0
Centre,16-STATE COLLEGE NORTH,STATE TREASURER,,REP,STACY L GARRITY,124,77,46,1,0
Centre,16-STATE COLLEGE NORTH,STATE TREASURER,,LIB,JOE SOLOSKI,13,8,5,0,0
Centre,16-STATE COLLEGE NORTH,STATE TREASURER,,GRN,TIMOTHY RUNKLE,12,7,5,0,0
Centre,16-STATE COLLEGE NORTH,STATE TREASURER,,,Write-ins,0,0,0,0,0
Centre,16-STATE COLLEGE NORTH,STATE TREASURER,,,Not Assigned,0,0,0,0,0
Centre,16-STATE COLLEGE NORTH,STATE TREASURER,,,Over Votes,0,0,0,0,0
Centre,16-STATE COLLEGE NORTH,STATE TREASURER,,,Under Votes,16,4,12,0,0
Centre,16-STATE COLLEGE NORTH,U.S. House,12,DEM,LEE GRIFFIN,536,161,375,0,0
Centre,16-STATE COLLEGE NORTH,U.S. House,12,REP,FRED KELLER,130,84,45,1,0
Centre,16-STATE COLLEGE NORTH,U.S. House,12,,Write-ins,0,0,0,0,0
Centre,16-STATE COLLEGE NORTH,U.S. House,12,,Write-In: Liz Terwilliger & variations,0,0,0,0,0
Centre,16-STATE COLLEGE NORTH,U.S. House,12,,Not Assigned,0,0,0,0,0
Centre,16-STATE COLLEGE NORTH,U.S. House,12,,Over Votes,0,0,0,0,0
Centre,16-STATE COLLEGE NORTH,U.S. House,12,,Under Votes,12,5,7,0,0
Centre,16-STATE COLLEGE NORTH,State Assembly,77,DEM,H SCOTT CONKLIN,536,165,371,0,0
Centre,16-STATE COLLEGE NORTH,State Assembly,77,REP,STEVE YETSKO,123,82,40,1,0
Centre,16-STATE COLLEGE NORTH,State Assembly,77,,Write-ins,0,0,0,0,0
Centre,16-STATE COLLEGE NORTH,State Assembly,77,,Not Assigned,0,0,0,0,0
Centre,16-STATE COLLEGE NORTH,State Assembly,77,,Over Votes,0,0,0,0,0
Centre,16-STATE COLLEGE NORTH,State Assembly,77,,Under Votes,19,3,16,0,0
Centre,17-STATE COLLEGE NORTHEAST,Registered Voters,,,,697,,,,
Centre,17-STATE COLLEGE NORTHEAST,Ballots Cast,,,,533,184,344,5,0
Centre,17-STATE COLLEGE NORTHEAST,Ballots Cast - Blank,,,,0,0,0,0,0
Centre,17-STATE COLLEGE NORTHEAST,President,,DEM,Joseph R. Biden,438,130,304,4,0
Centre,17-STATE COLLEGE NORTHEAST,President,,REP,Donald J. Trump,84,48,35,1,0
Centre,17-STATE COLLEGE NORTHEAST,President,,LIB,Jo Jorgensen,6,3,3,0,0
Centre,17-STATE COLLEGE NORTHEAST,President,,,Write-ins,2,1,1,0,0
Centre,17-STATE COLLEGE NORTHEAST,President,,,Write-In: Andrew Yang & variations,1,0,1,0,0
Centre,17-STATE COLLEGE NORTHEAST,President,,,Write-In: Brian Carroll & variations,0,0,0,0,0
Centre,17-STATE COLLEGE NORTHEAST,President,,,Write-In: Jade Simmons & variations,0,0,0,0,0
Centre,17-STATE COLLEGE NORTHEAST,President,,,Write-In: Scattered,0,0,0,0,0
Centre,17-STATE COLLEGE NORTHEAST,President,,,Write-In: Bernie Sanders & variations,0,0,0,0,0
Centre,17-STATE COLLEGE NORTHEAST,President,,,Write-In: Howie Hawkins & variations,1,1,0,0,0
Centre,17-STATE COLLEGE NORTHEAST,President,,,Not Assigned,0,0,0,0,0
Centre,17-STATE COLLEGE NORTHEAST,President,,,Over Votes,0,0,0,0,0
Centre,17-STATE COLLEGE NORTHEAST,President,,,Under Votes,3,2,1,0,0
Centre,17-STATE COLLEGE NORTHEAST,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,405,118,283,4,0
Centre,17-STATE COLLEGE NORTHEAST,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,98,55,42,1,0
Centre,17-STATE COLLEGE NORTHEAST,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,10,3,7,0,0
Centre,17-STATE COLLEGE NORTHEAST,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,11,6,5,0,0
Centre,17-STATE COLLEGE NORTHEAST,ATTORNEY GENERAL,,,Write-ins,0,0,0,0,0
Centre,17-STATE COLLEGE NORTHEAST,ATTORNEY GENERAL,,,Not Assigned,0,0,0,0,0
Centre,17-STATE COLLEGE NORTHEAST,ATTORNEY GENERAL,,,Over Votes,0,0,0,0,0
Centre,17-STATE COLLEGE NORTHEAST,ATTORNEY GENERAL,,,Under Votes,9,2,7,0,0
Centre,17-STATE COLLEGE NORTHEAST,AUDITOR GENERAL,,DEM,NINA AHMAD,399,118,277,4,0
Centre,17-STATE COLLEGE NORTHEAST,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,106,53,52,1,0
Centre,17-STATE COLLEGE NORTHEAST,AUDITOR GENERAL,,LIB,JENNIFER MOORE,10,6,4,0,0
Centre,17-STATE COLLEGE NORTHEAST,AUDITOR GENERAL,,GRN,OLIVIA FAISON,7,5,2,0,0
Centre,17-STATE COLLEGE NORTHEAST,AUDITOR GENERAL,,,Write-ins,0,0,0,0,0
Centre,17-STATE COLLEGE NORTHEAST,AUDITOR GENERAL,,,Not Assigned,0,0,0,0,0
Centre,17-STATE COLLEGE NORTHEAST,AUDITOR GENERAL,,,Over Votes,0,0,0,0,0
Centre,17-STATE COLLEGE NORTHEAST,AUDITOR GENERAL,,,Under Votes,11,2,9,0,0
Centre,17-STATE COLLEGE NORTHEAST,STATE TREASURER,,DEM,JOE TORSELLA,405,116,285,4,0
Centre,17-STATE COLLEGE NORTHEAST,STATE TREASURER,,REP,STACY L GARRITY,93,52,40,1,0
Centre,17-STATE COLLEGE NORTHEAST,STATE TREASURER,,LIB,JOE SOLOSKI,11,7,4,0,0
Centre,17-STATE COLLEGE NORTHEAST,STATE TREASURER,,GRN,TIMOTHY RUNKLE,12,7,5,0,0
Centre,17-STATE COLLEGE NORTHEAST,STATE TREASURER,,,Write-ins,0,0,0,0,0
Centre,17-STATE COLLEGE NORTHEAST,STATE TREASURER,,,Not Assigned,0,0,0,0,0
Centre,17-STATE COLLEGE NORTHEAST,STATE TREASURER,,,Over Votes,0,0,0,0,0
Centre,17-STATE COLLEGE NORTHEAST,STATE TREASURER,,,Under Votes,12,2,10,0,0
Centre,17-STATE COLLEGE NORTHEAST,U.S. House,12,DEM,LEE GRIFFIN,425,125,296,4,0
Centre,17-STATE COLLEGE NORTHEAST,U.S. House,12,REP,FRED KELLER,104,57,46,1,0
Centre,17-STATE COLLEGE NORTHEAST,U.S. House,12,,Write-ins,0,0,0,0,0
Centre,17-STATE COLLEGE NORTHEAST,U.S. House,12,,Write-In: Liz Terwilliger & variations,0,0,0,0,0
Centre,17-STATE COLLEGE NORTHEAST,U.S. House,12,,Not Assigned,0,0,0,0,0
Centre,17-STATE COLLEGE NORTHEAST,U.S. House,12,,Over Votes,0,0,0,0,0
Centre,17-STATE COLLEGE NORTHEAST,U.S. House,12,,Under Votes,4,2,2,0,0
Centre,17-STATE COLLEGE NORTHEAST,State Assembly,77,DEM,H SCOTT CONKLIN,427,124,299,4,0
Centre,17-STATE COLLEGE NORTHEAST,State Assembly,77,REP,STEVE YETSKO,95,58,36,1,0
Centre,17-STATE COLLEGE NORTHEAST,State Assembly,77,,Write-ins,1,0,1,0,0
Centre,17-STATE COLLEGE NORTHEAST,State Assembly,77,,Not Assigned,1,0,1,0,0
Centre,17-STATE COLLEGE NORTHEAST,State Assembly,77,,Over Votes,0,0,0,0,0
Centre,17-STATE COLLEGE NORTHEAST,State Assembly,77,,Under Votes,10,2,8,0,0
Centre,18-STATE COLLEGE NORTHWEST,Registered Voters,,,,2316,,,,
Centre,18-STATE COLLEGE NORTHWEST,Ballots Cast,,,,810,476,321,13,0
Centre,18-STATE COLLEGE NORTHWEST,Ballots Cast - Blank,,,,0,0,0,0,0
Centre,18-STATE COLLEGE NORTHWEST,President,,DEM,Joseph R. Biden,590,297,284,9,0
Centre,18-STATE COLLEGE NORTHWEST,President,,REP,Donald J. Trump,204,169,32,3,0
Centre,18-STATE COLLEGE NORTHWEST,President,,LIB,Jo Jorgensen,12,7,4,1,0
Centre,18-STATE COLLEGE NORTHWEST,President,,,Write-ins,4,3,1,0,0
Centre,18-STATE COLLEGE NORTHWEST,President,,,Write-In: Andrew Yang & variations,0,0,0,0,0
Centre,18-STATE COLLEGE NORTHWEST,President,,,Write-In: Brian Carroll & variations,0,0,0,0,0
Centre,18-STATE COLLEGE NORTHWEST,President,,,Write-In: Jade Simmons & variations,0,0,0,0,0
Centre,18-STATE COLLEGE NORTHWEST,President,,,Write-In: Scattered,3,2,1,0,0
Centre,18-STATE COLLEGE NORTHWEST,President,,,Write-In: Bernie Sanders & variations,0,0,0,0,0
Centre,18-STATE COLLEGE NORTHWEST,President,,,Write-In: Howie Hawkins & variations,1,1,0,0,0
Centre,18-STATE COLLEGE NORTHWEST,President,,,Not Assigned,0,0,0,0,0
Centre,18-STATE COLLEGE NORTHWEST,President,,,Over Votes,0,0,0,0,0
Centre,18-STATE COLLEGE NORTHWEST,President,,,Under Votes,0,0,0,0,0
Centre,18-STATE COLLEGE NORTHWEST,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,537,267,261,9,0
Centre,18-STATE COLLEGE NORTHWEST,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,211,167,41,3,0
Centre,18-STATE COLLEGE NORTHWEST,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,23,19,3,1,0
Centre,18-STATE COLLEGE NORTHWEST,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,18,12,6,0,0
Centre,18-STATE COLLEGE NORTHWEST,ATTORNEY GENERAL,,,Write-ins,3,3,0,0,0
Centre,18-STATE COLLEGE NORTHWEST,ATTORNEY GENERAL,,,Not Assigned,3,3,0,0,0
Centre,18-STATE COLLEGE NORTHWEST,ATTORNEY GENERAL,,,Over Votes,0,0,0,0,0
Centre,18-STATE COLLEGE NORTHWEST,ATTORNEY GENERAL,,,Under Votes,18,8,10,0,0
Centre,18-STATE COLLEGE NORTHWEST,AUDITOR GENERAL,,DEM,NINA AHMAD,512,256,248,8,0
Centre,18-STATE COLLEGE NORTHWEST,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,229,178,47,4,0
Centre,18-STATE COLLEGE NORTHWEST,AUDITOR GENERAL,,LIB,JENNIFER MOORE,27,20,6,1,0
Centre,18-STATE COLLEGE NORTHWEST,AUDITOR GENERAL,,GRN,OLIVIA FAISON,16,9,7,0,0
Centre,18-STATE COLLEGE NORTHWEST,AUDITOR GENERAL,,,Write-ins,4,3,1,0,0
Centre,18-STATE COLLEGE NORTHWEST,AUDITOR GENERAL,,,Not Assigned,4,3,1,0,0
Centre,18-STATE COLLEGE NORTHWEST,AUDITOR GENERAL,,,Over Votes,0,0,0,0,0
Centre,18-STATE COLLEGE NORTHWEST,AUDITOR GENERAL,,,Under Votes,22,10,12,0,0
Centre,18-STATE COLLEGE NORTHWEST,STATE TREASURER,,DEM,JOE TORSELLA,512,257,247,8,0
Centre,18-STATE COLLEGE NORTHWEST,STATE TREASURER,,REP,STACY L GARRITY,219,173,43,3,0
Centre,18-STATE COLLEGE NORTHWEST,STATE TREASURER,,LIB,JOE SOLOSKI,26,21,4,1,0
Centre,18-STATE COLLEGE NORTHWEST,STATE TREASURER,,GRN,TIMOTHY RUNKLE,22,10,11,1,0
Centre,18-STATE COLLEGE NORTHWEST,STATE TREASURER,,,Write-ins,4,3,1,0,0
Centre,18-STATE COLLEGE NORTHWEST,STATE TREASURER,,,Not Assigned,4,3,1,0,0
Centre,18-STATE COLLEGE NORTHWEST,STATE TREASURER,,,Over Votes,0,0,0,0,0
Centre,18-STATE COLLEGE NORTHWEST,STATE TREASURER,,,Under Votes,27,12,15,0,0
Centre,18-STATE COLLEGE NORTHWEST,U.S. House,12,DEM,LEE GRIFFIN,553,276,268,9,0
Centre,18-STATE COLLEGE NORTHWEST,U.S. House,12,REP,FRED KELLER,236,190,43,3,0
Centre,18-STATE COLLEGE NORTHWEST,U.S. House,12,,Write-ins,3,3,0,0,0
Centre,18-STATE COLLEGE NORTHWEST,U.S. House,12,,Write-In: Liz Terwilliger & variations,0,0,0,0,0
Centre,18-STATE COLLEGE NORTHWEST,U.S. House,12,,Not Assigned,3,3,0,0,0
Centre,18-STATE COLLEGE NORTHWEST,U.S. House,12,,Over Votes,1,0,1,0,0
Centre,18-STATE COLLEGE NORTHWEST,U.S. House,12,,Under Votes,17,7,9,1,0
Centre,18-STATE COLLEGE NORTHWEST,State Assembly,77,DEM,H SCOTT CONKLIN,545,270,265,10,0
Centre,18-STATE COLLEGE NORTHWEST,State Assembly,77,REP,STEVE YETSKO,232,187,42,3,0
Centre,18-STATE COLLEGE NORTHWEST,State Assembly,77,,Write-ins,1,1,0,0,0
Centre,18-STATE COLLEGE NORTHWEST,State Assembly,77,,Not Assigned,1,1,0,0,0
Centre,18-STATE COLLEGE NORTHWEST,State Assembly,77,,Over Votes,0,0,0,0,0
Centre,18-STATE COLLEGE NORTHWEST,State Assembly,77,,Under Votes,32,18,14,0,0
Centre,19-STATE COLLEGE SOUTH 1,Registered Voters,,,,2268,,,,
Centre,19-STATE COLLEGE SOUTH 1,Ballots Cast,,,,1294,535,749,10,0
Centre,19-STATE COLLEGE SOUTH 1,Ballots Cast - Blank,,,,0,0,0,0,0
Centre,19-STATE COLLEGE SOUTH 1,President,,DEM,Joseph R. Biden,1011,344,664,3,0
Centre,19-STATE COLLEGE SOUTH 1,President,,REP,Donald J. Trump,247,180,61,6,0
Centre,19-STATE COLLEGE SOUTH 1,President,,LIB,Jo Jorgensen,23,6,16,1,0
Centre,19-STATE COLLEGE SOUTH 1,President,,,Write-ins,12,5,7,0,0
Centre,19-STATE COLLEGE SOUTH 1,President,,,Write-In: Andrew Yang & variations,1,1,0,0,0
Centre,19-STATE COLLEGE SOUTH 1,President,,,Write-In: Brian Carroll & variations,1,1,0,0,0
Centre,19-STATE COLLEGE SOUTH 1,President,,,Write-In: Jade Simmons & variations,0,0,0,0,0
Centre,19-STATE COLLEGE SOUTH 1,President,,,Write-In: Scattered,6,2,4,0,0
Centre,19-STATE COLLEGE SOUTH 1,President,,,Write-In: Bernie Sanders & variations,2,0,2,0,0
Centre,19-STATE COLLEGE SOUTH 1,President,,,Write-In: Howie Hawkins & variations,2,1,1,0,0
Centre,19-STATE COLLEGE SOUTH 1,President,,,Not Assigned,0,0,0,0,0
Centre,19-STATE COLLEGE SOUTH 1,President,,,Over Votes,1,0,1,0,0
Centre,19-STATE COLLEGE SOUTH 1,President,,,Under Votes,0,0,0,0,0
Centre,19-STATE COLLEGE SOUTH 1,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,906,308,595,3,0
Centre,19-STATE COLLEGE SOUTH 1,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,269,176,87,6,0
Centre,19-STATE COLLEGE SOUTH 1,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,38,21,16,1,0
Centre,19-STATE COLLEGE SOUTH 1,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,39,15,24,0,0
Centre,19-STATE COLLEGE SOUTH 1,ATTORNEY GENERAL,,,Write-ins,3,1,2,0,0
Centre,19-STATE COLLEGE SOUTH 1,ATTORNEY GENERAL,,,Not Assigned,3,1,2,0,0
Centre,19-STATE COLLEGE SOUTH 1,ATTORNEY GENERAL,,,Over Votes,2,0,2,0,0
Centre,19-STATE COLLEGE SOUTH 1,ATTORNEY GENERAL,,,Under Votes,37,14,23,0,0
Centre,19-STATE COLLEGE SOUTH 1,AUDITOR GENERAL,,DEM,NINA AHMAD,890,296,591,3,0
Centre,19-STATE COLLEGE SOUTH 1,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,282,180,96,6,0
Centre,19-STATE COLLEGE SOUTH 1,AUDITOR GENERAL,,LIB,JENNIFER MOORE,41,25,15,1,0
Centre,19-STATE COLLEGE SOUTH 1,AUDITOR GENERAL,,GRN,OLIVIA FAISON,41,18,23,0,0
Centre,19-STATE COLLEGE SOUTH 1,AUDITOR GENERAL,,,Write-ins,1,1,0,0,0
Centre,19-STATE COLLEGE SOUTH 1,AUDITOR GENERAL,,,Not Assigned,1,1,0,0,0
Centre,19-STATE COLLEGE SOUTH 1,AUDITOR GENERAL,,,Over Votes,0,0,0,0,0
Centre,19-STATE COLLEGE SOUTH 1,AUDITOR GENERAL,,,Under Votes,39,15,24,0,0
Centre,19-STATE COLLEGE SOUTH 1,STATE TREASURER,,DEM,JOE TORSELLA,902,299,601,2,0
Centre,19-STATE COLLEGE SOUTH 1,STATE TREASURER,,REP,STACY L GARRITY,272,183,82,7,0
Centre,19-STATE COLLEGE SOUTH 1,STATE TREASURER,,LIB,JOE SOLOSKI,29,19,10,0,0
Centre,19-STATE COLLEGE SOUTH 1,STATE TREASURER,,GRN,TIMOTHY RUNKLE,49,19,29,1,0
Centre,19-STATE COLLEGE SOUTH 1,STATE TREASURER,,,Write-ins,1,1,0,0,0
Centre,19-STATE COLLEGE SOUTH 1,STATE TREASURER,,,Not Assigned,1,1,0,0,0
Centre,19-STATE COLLEGE SOUTH 1,STATE TREASURER,,,Over Votes,0,0,0,0,0
Centre,19-STATE COLLEGE SOUTH 1,STATE TREASURER,,,Under Votes,41,14,27,0,0
Centre,19-STATE COLLEGE SOUTH 1,U.S. House,12,DEM,LEE GRIFFIN,972,325,643,4,0
Centre,19-STATE COLLEGE SOUTH 1,U.S. House,12,REP,FRED KELLER,288,192,90,6,0
Centre,19-STATE COLLEGE SOUTH 1,U.S. House,12,,Write-ins,5,1,4,0,0
Centre,19-STATE COLLEGE SOUTH 1,U.S. House,12,,Write-In: Liz Terwilliger & variations,3,0,3,0,0
Centre,19-STATE COLLEGE SOUTH 1,U.S. House,12,,Not Assigned,2,1,1,0,0
Centre,19-STATE COLLEGE SOUTH 1,U.S. House,12,,Over Votes,0,0,0,0,0
Centre,19-STATE COLLEGE SOUTH 1,U.S. House,12,,Under Votes,29,17,12,0,0
Centre,19-STATE COLLEGE SOUTH 1,State Assembly,77,DEM,H SCOTT CONKLIN,967,322,642,3,0
Centre,19-STATE COLLEGE SOUTH 1,State Assembly,77,REP,STEVE YETSKO,278,193,78,7,0
