county,precint,office,district,party,candidate,votes
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,Ballots Cast - NONPARTISAN, ,NPA,Ballots Cast - NONPARTISAN,0
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,PRESIDENT OF THE UNITED STATES, ,DEM,BERNIE SANDERS,49
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,PRESIDENT OF THE UNITED STATES, ,DEM,JOSEPH R BIDEN,255
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,PRESIDENT OF THE UNITED STATES, ,DEM,TULSI GABBARD,16
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,PRESIDENT OF THE UNITED STATES, ,DEM,Write-In Totals,23
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,PRESIDENT OF THE UNITED STATES, ,DEM,   Write-In: DONALD J TRUMP,21
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,PRESIDENT OF THE UNITED STATES, ,DEM,   Write-In: SCATTERED,2
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,PRESIDENT OF THE UNITED STATES, ,DEM,  Not Assigned,0
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,320
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,ATTORNEY GENERAL, ,DEM,Write-In Totals,3
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,ATTORNEY GENERAL, ,DEM,   Write-In: SCATTERED,3
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,ATTORNEY GENERAL, ,DEM,   Write-In: HEATHER HEIDELBAUGH,0
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,ATTORNEY GENERAL, ,DEM,  Not Assigned,0
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,AUDITOR GENERAL, ,DEM,H SCOTT CONKLIN,194
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,AUDITOR GENERAL, ,DEM,MICHAEL LAMB,61
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,AUDITOR GENERAL, ,DEM,TRACIE FOUNTAIN,19
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,AUDITOR GENERAL, ,DEM,ROSE ROSIE MARIE DAVIS,4
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,AUDITOR GENERAL, ,DEM,NINA AHMAD,31
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,AUDITOR GENERAL, ,DEM,CHRISTINA M HARTMAN,23
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,AUDITOR GENERAL, ,DEM,Write-In Totals,2
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,AUDITOR GENERAL, ,DEM,   Write-In: TIMOTHY DEFOOR,0
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,AUDITOR GENERAL, ,DEM,   Write-In: SCATTERED,2
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,AUDITOR GENERAL, ,DEM,  Not Assigned,0
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,STATE TREASURER, ,DEM,JOE TORSELLA,315
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,STATE TREASURER, ,DEM,Write-In Totals,6
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,STATE TREASURER, ,DEM,   Write-In: STACEY GARRITY,0
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,STATE TREASURER, ,DEM,   Write-In: SCATTERED,6
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,STATE TREASURER, ,DEM,  Not Assigned,0
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,REPRESENTATIVE IN CONGRESS, ,DEM,ROBERT WILLIAMS,309
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,REPRESENTATIVE IN CONGRESS, ,DEM,Write-In Totals,13
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,REPRESENTATIVE IN CONGRESS, ,DEM,   Write-In: GLENN GT THOMPSON,4
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,REPRESENTATIVE IN CONGRESS, ,DEM,   Write-In: SCATTERED,9
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,REPRESENTATIVE IN CONGRESS, ,DEM,  Not Assigned,0
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,RYAN GRIMM,300
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,Write-In Totals,19
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,   Write-In: MICHAEL CLEMENT,3
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,   Write-In: SCATTERED,4
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,   Write-In: MIKE ARMANINI,5
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,   Write-In: LISA A LABRASCA BECKER,7
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,  Not Assigned,0
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,PRESIDENT OF THE UNITED STATES, ,REP,DONALD J TRUMP,847
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,PRESIDENT OF THE UNITED STATES, ,REP,ROQUE ROCKY DE LA FUENTE,10
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,PRESIDENT OF THE UNITED STATES, ,REP,BILL WELD,28
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,PRESIDENT OF THE UNITED STATES, ,REP,Write-In Totals,25
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,PRESIDENT OF THE UNITED STATES, ,REP,   Write-In: BERNIE SANDERS,0
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,PRESIDENT OF THE UNITED STATES, ,REP,   Write-In: JOSEPH BIDEN,4
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,PRESIDENT OF THE UNITED STATES, ,REP,   Write-In: SCATTERED,21
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,PRESIDENT OF THE UNITED STATES, ,REP,  Not Assigned,0
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,ATTORNEY GENERAL, ,REP,HEATHER HEIDELBAUGH,792
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,ATTORNEY GENERAL, ,REP,Write-In Totals,4
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,ATTORNEY GENERAL, ,REP,   Write-In: SCATTERED,4
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,ATTORNEY GENERAL, ,REP,   Write-In: JOSH SHAPIRO,0
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,ATTORNEY GENERAL, ,REP,  Not Assigned,0
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,AUDITOR GENERAL, ,REP,TIMOTHY DEFOOR,758
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,AUDITOR GENERAL, ,REP,Write-In Totals,5
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,AUDITOR GENERAL, ,REP,   Write-In: NINA AHMAD,0
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,AUDITOR GENERAL, ,REP,   Write-In: TRACIE FOUNTAIN,0
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,AUDITOR GENERAL, ,REP,   Write-In: SCATTERED,5
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,AUDITOR GENERAL, ,REP,   Write-In: MICHAEL LAMB,0
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,AUDITOR GENERAL, ,REP,   Write-In: SCOTT CONKLIN,0
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,AUDITOR GENERAL, ,REP,  Not Assigned,0
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,STATE TREASURER, ,REP,STACY L GARRITY,784
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,STATE TREASURER, ,REP,Write-In Totals,2
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,STATE TREASURER, ,REP,   Write-In: JOE TORSELLA,0
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,STATE TREASURER, ,REP,   Write-In: SCATTERED,2
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,STATE TREASURER, ,REP,  Not Assigned,0
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,REPRESENTATIVE IN CONGRESS, ,REP,GLENN GT THOMPSON,827
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,REPRESENTATIVE IN CONGRESS, ,REP,Write-In Totals,8
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,REPRESENTATIVE IN CONGRESS, ,REP,   Write-In: ROBERT WILLIAMS,0
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,REPRESENTATIVE IN CONGRESS, ,REP,   Write-In: SCATTERED,8
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,REPRESENTATIVE IN CONGRESS, ,REP,  Not Assigned,0
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,MIKE ARMANINI,321
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,MICHAEL CLEMENT,160
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,LISA A LABRASCA BECKER,438
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,Write-In Totals,4
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,   Write-In: SCATTERED,4
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,   Write-In: RYAN GRIMM,0
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,  Not Assigned,0
Clearfield,SANDY TOWNSHIP - WEST SANDY,Registered Voters - Total, , ,Registered Voters - Total,"1,518"
Clearfield,SANDY TOWNSHIP - WEST SANDY,Registered Voters - DEMOCRATIC, ,DEM,Registered Voters - DEMOCRATIC,549
Clearfield,SANDY TOWNSHIP - WEST SANDY,Registered Voters - REPUBLICAN, ,REP,Registered Voters - REPUBLICAN,969
Clearfield,SANDY TOWNSHIP - WEST SANDY,Registered Voters - NONPARTISAN, ,NPA,Registered Voters - NONPARTISAN,0
Clearfield,SANDY TOWNSHIP - WEST SANDY,Ballots Cast - Total, , ,Ballots Cast - Total,725
Clearfield,SANDY TOWNSHIP - WEST SANDY,Ballots Cast - DEMOCRATIC, ,DEM,Ballots Cast - DEMOCRATIC,229
Clearfield,SANDY TOWNSHIP - WEST SANDY,Ballots Cast - REPUBLICAN, ,REP,Ballots Cast - REPUBLICAN,496
Clearfield,SANDY TOWNSHIP - WEST SANDY,Ballots Cast - NONPARTISAN, ,NPA,Ballots Cast - NONPARTISAN,0
Clearfield,SANDY TOWNSHIP - WEST SANDY,PRESIDENT OF THE UNITED STATES, ,DEM,BERNIE SANDERS,42
Clearfield,SANDY TOWNSHIP - WEST SANDY,PRESIDENT OF THE UNITED STATES, ,DEM,JOSEPH R BIDEN,141
Clearfield,SANDY TOWNSHIP - WEST SANDY,PRESIDENT OF THE UNITED STATES, ,DEM,TULSI GABBARD,14
Clearfield,SANDY TOWNSHIP - WEST SANDY,PRESIDENT OF THE UNITED STATES, ,DEM,Write-In Totals,15
Clearfield,SANDY TOWNSHIP - WEST SANDY,PRESIDENT OF THE UNITED STATES, ,DEM,   Write-In: DONALD J TRUMP,9
Clearfield,SANDY TOWNSHIP - WEST SANDY,PRESIDENT OF THE UNITED STATES, ,DEM,   Write-In: SCATTERED,6
Clearfield,SANDY TOWNSHIP - WEST SANDY,PRESIDENT OF THE UNITED STATES, ,DEM,  Not Assigned,0
Clearfield,SANDY TOWNSHIP - WEST SANDY,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,201
Clearfield,SANDY TOWNSHIP - WEST SANDY,ATTORNEY GENERAL, ,DEM,Write-In Totals,2
Clearfield,SANDY TOWNSHIP - WEST SANDY,ATTORNEY GENERAL, ,DEM,   Write-In: SCATTERED,1
Clearfield,SANDY TOWNSHIP - WEST SANDY,ATTORNEY GENERAL, ,DEM,   Write-In: HEATHER HEIDELBAUGH,1
Clearfield,SANDY TOWNSHIP - WEST SANDY,ATTORNEY GENERAL, ,DEM,  Not Assigned,0
Clearfield,SANDY TOWNSHIP - WEST SANDY,AUDITOR GENERAL, ,DEM,H SCOTT CONKLIN,139
Clearfield,SANDY TOWNSHIP - WEST SANDY,AUDITOR GENERAL, ,DEM,MICHAEL LAMB,24
Clearfield,SANDY TOWNSHIP - WEST SANDY,AUDITOR GENERAL, ,DEM,TRACIE FOUNTAIN,8
Clearfield,SANDY TOWNSHIP - WEST SANDY,AUDITOR GENERAL, ,DEM,ROSE ROSIE MARIE DAVIS,13
Clearfield,SANDY TOWNSHIP - WEST SANDY,AUDITOR GENERAL, ,DEM,NINA AHMAD,9
Clearfield,SANDY TOWNSHIP - WEST SANDY,AUDITOR GENERAL, ,DEM,CHRISTINA M HARTMAN,16
Clearfield,SANDY TOWNSHIP - WEST SANDY,AUDITOR GENERAL, ,DEM,Write-In Totals,1
Clearfield,SANDY TOWNSHIP - WEST SANDY,AUDITOR GENERAL, ,DEM,   Write-In: TIMOTHY DEFOOR,1
Clearfield,SANDY TOWNSHIP - WEST SANDY,AUDITOR GENERAL, ,DEM,   Write-In: SCATTERED,0
Clearfield,SANDY TOWNSHIP - WEST SANDY,AUDITOR GENERAL, ,DEM,  Not Assigned,0
Clearfield,SANDY TOWNSHIP - WEST SANDY,STATE TREASURER, ,DEM,JOE TORSELLA,190
Clearfield,SANDY TOWNSHIP - WEST SANDY,STATE TREASURER, ,DEM,Write-In Totals,3
Clearfield,SANDY TOWNSHIP - WEST SANDY,STATE TREASURER, ,DEM,   Write-In: STACEY GARRITY,1
Clearfield,SANDY TOWNSHIP - WEST SANDY,STATE TREASURER, ,DEM,   Write-In: SCATTERED,2
Clearfield,SANDY TOWNSHIP - WEST SANDY,STATE TREASURER, ,DEM,  Not Assigned,0
Clearfield,SANDY TOWNSHIP - WEST SANDY,REPRESENTATIVE IN CONGRESS, ,DEM,ROBERT WILLIAMS,192
Clearfield,SANDY TOWNSHIP - WEST SANDY,REPRESENTATIVE IN CONGRESS, ,DEM,Write-In Totals,4
Clearfield,SANDY TOWNSHIP - WEST SANDY,REPRESENTATIVE IN CONGRESS, ,DEM,   Write-In: GLENN GT THOMPSON,2
Clearfield,SANDY TOWNSHIP - WEST SANDY,REPRESENTATIVE IN CONGRESS, ,DEM,   Write-In: SCATTERED,2
Clearfield,SANDY TOWNSHIP - WEST SANDY,REPRESENTATIVE IN CONGRESS, ,DEM,  Not Assigned,0
Clearfield,SANDY TOWNSHIP - WEST SANDY,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,RYAN GRIMM,186
Clearfield,SANDY TOWNSHIP - WEST SANDY,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,Write-In Totals,7
Clearfield,SANDY TOWNSHIP - WEST SANDY,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,   Write-In: MICHAEL CLEMENT,1
Clearfield,SANDY TOWNSHIP - WEST SANDY,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,   Write-In: SCATTERED,1
Clearfield,SANDY TOWNSHIP - WEST SANDY,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,   Write-In: MIKE ARMANINI,1
Clearfield,SANDY TOWNSHIP - WEST SANDY,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,   Write-In: LISA A LABRASCA BECKER,4
Clearfield,SANDY TOWNSHIP - WEST SANDY,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,  Not Assigned,0
Clearfield,SANDY TOWNSHIP - WEST SANDY,PRESIDENT OF THE UNITED STATES, ,REP,DONALD J TRUMP,458
Clearfield,SANDY TOWNSHIP - WEST SANDY,PRESIDENT OF THE UNITED STATES, ,REP,ROQUE ROCKY DE LA FUENTE,6
Clearfield,SANDY TOWNSHIP - WEST SANDY,PRESIDENT OF THE UNITED STATES, ,REP,BILL WELD,21
Clearfield,SANDY TOWNSHIP - WEST SANDY,PRESIDENT OF THE UNITED STATES, ,REP,Write-In Totals,2
Clearfield,SANDY TOWNSHIP - WEST SANDY,PRESIDENT OF THE UNITED STATES, ,REP,   Write-In: BERNIE SANDERS,0
Clearfield,SANDY TOWNSHIP - WEST SANDY,PRESIDENT OF THE UNITED STATES, ,REP,   Write-In: JOSEPH BIDEN,0
Clearfield,SANDY TOWNSHIP - WEST SANDY,PRESIDENT OF THE UNITED STATES, ,REP,   Write-In: SCATTERED,2
Clearfield,SANDY TOWNSHIP - WEST SANDY,PRESIDENT OF THE UNITED STATES, ,REP,  Not Assigned,0
Clearfield,SANDY TOWNSHIP - WEST SANDY,ATTORNEY GENERAL, ,REP,HEATHER HEIDELBAUGH,429
Clearfield,SANDY TOWNSHIP - WEST SANDY,ATTORNEY GENERAL, ,REP,Write-In Totals,1
Clearfield,SANDY TOWNSHIP - WEST SANDY,ATTORNEY GENERAL, ,REP,   Write-In: SCATTERED,1
Clearfield,SANDY TOWNSHIP - WEST SANDY,ATTORNEY GENERAL, ,REP,   Write-In: JOSH SHAPIRO,0
Clearfield,SANDY TOWNSHIP - WEST SANDY,ATTORNEY GENERAL, ,REP,  Not Assigned,0
Clearfield,SANDY TOWNSHIP - WEST SANDY,AUDITOR GENERAL, ,REP,TIMOTHY DEFOOR,415
Clearfield,SANDY TOWNSHIP - WEST SANDY,AUDITOR GENERAL, ,REP,Write-In Totals,0
Clearfield,SANDY TOWNSHIP - WEST SANDY,AUDITOR GENERAL, ,REP,   Write-In: NINA AHMAD,0
Clearfield,SANDY TOWNSHIP - WEST SANDY,AUDITOR GENERAL, ,REP,   Write-In: TRACIE FOUNTAIN,0
Clearfield,SANDY TOWNSHIP - WEST SANDY,AUDITOR GENERAL, ,REP,   Write-In: SCATTERED,0
Clearfield,SANDY TOWNSHIP - WEST SANDY,AUDITOR GENERAL, ,REP,   Write-In: MICHAEL LAMB,0
Clearfield,SANDY TOWNSHIP - WEST SANDY,AUDITOR GENERAL, ,REP,   Write-In: SCOTT CONKLIN,0
Clearfield,SANDY TOWNSHIP - WEST SANDY,AUDITOR GENERAL, ,REP,  Not Assigned,0
Clearfield,SANDY TOWNSHIP - WEST SANDY,STATE TREASURER, ,REP,STACY L GARRITY,422
Clearfield,SANDY TOWNSHIP - WEST SANDY,STATE TREASURER, ,REP,Write-In Totals,1
Clearfield,SANDY TOWNSHIP - WEST SANDY,STATE TREASURER, ,REP,   Write-In: JOE TORSELLA,0
Clearfield,SANDY TOWNSHIP - WEST SANDY,STATE TREASURER, ,REP,   Write-In: SCATTERED,1
Clearfield,SANDY TOWNSHIP - WEST SANDY,STATE TREASURER, ,REP,  Not Assigned,0
Clearfield,SANDY TOWNSHIP - WEST SANDY,REPRESENTATIVE IN CONGRESS, ,REP,GLENN GT THOMPSON,456
Clearfield,SANDY TOWNSHIP - WEST SANDY,REPRESENTATIVE IN CONGRESS, ,REP,Write-In Totals,2
Clearfield,SANDY TOWNSHIP - WEST SANDY,REPRESENTATIVE IN CONGRESS, ,REP,   Write-In: ROBERT WILLIAMS,1
Clearfield,SANDY TOWNSHIP - WEST SANDY,REPRESENTATIVE IN CONGRESS, ,REP,   Write-In: SCATTERED,1
Clearfield,SANDY TOWNSHIP - WEST SANDY,REPRESENTATIVE IN CONGRESS, ,REP,  Not Assigned,0
Clearfield,SANDY TOWNSHIP - WEST SANDY,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,MIKE ARMANINI,129
Clearfield,SANDY TOWNSHIP - WEST SANDY,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,MICHAEL CLEMENT,81
Clearfield,SANDY TOWNSHIP - WEST SANDY,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,LISA A LABRASCA BECKER,282
Clearfield,SANDY TOWNSHIP - WEST SANDY,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,Write-In Totals,1
Clearfield,SANDY TOWNSHIP - WEST SANDY,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,   Write-In: SCATTERED,1
Clearfield,SANDY TOWNSHIP - WEST SANDY,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,   Write-In: RYAN GRIMM,0
Clearfield,SANDY TOWNSHIP - WEST SANDY,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,  Not Assigned,0
Clearfield,UNION TOWNSHIP,Registered Voters - Total, , ,Registered Voters - Total,580
Clearfield,UNION TOWNSHIP,Registered Voters - DEMOCRATIC, ,DEM,Registered Voters - DEMOCRATIC,149
Clearfield,UNION TOWNSHIP,Registered Voters - REPUBLICAN, ,REP,Registered Voters - REPUBLICAN,431
Clearfield,UNION TOWNSHIP,Registered Voters - NONPARTISAN, ,NPA,Registered Voters - NONPARTISAN,0
Clearfield,UNION TOWNSHIP,Ballots Cast - Total, , ,Ballots Cast - Total,311
Clearfield,UNION TOWNSHIP,Ballots Cast - DEMOCRATIC, ,DEM,Ballots Cast - DEMOCRATIC,62
Clearfield,UNION TOWNSHIP,Ballots Cast - REPUBLICAN, ,REP,Ballots Cast - REPUBLICAN,249
Clearfield,UNION TOWNSHIP,Ballots Cast - NONPARTISAN, ,NPA,Ballots Cast - NONPARTISAN,0
Clearfield,UNION TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,DEM,BERNIE SANDERS,11
Clearfield,UNION TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,DEM,JOSEPH R BIDEN,37
Clearfield,UNION TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,DEM,TULSI GABBARD,4
Clearfield,UNION TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,DEM,Write-In Totals,8
Clearfield,UNION TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,DEM,   Write-In: DONALD J TRUMP,7
Clearfield,UNION TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,DEM,   Write-In: SCATTERED,1
Clearfield,UNION TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,DEM,  Not Assigned,0
Clearfield,UNION TOWNSHIP,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,54
Clearfield,UNION TOWNSHIP,ATTORNEY GENERAL, ,DEM,Write-In Totals,0
Clearfield,UNION TOWNSHIP,ATTORNEY GENERAL, ,DEM,   Write-In: SCATTERED,0
Clearfield,UNION TOWNSHIP,ATTORNEY GENERAL, ,DEM,   Write-In: HEATHER HEIDELBAUGH,0
Clearfield,UNION TOWNSHIP,ATTORNEY GENERAL, ,DEM,  Not Assigned,0
Clearfield,UNION TOWNSHIP,AUDITOR GENERAL, ,DEM,H SCOTT CONKLIN,36
Clearfield,UNION TOWNSHIP,AUDITOR GENERAL, ,DEM,MICHAEL LAMB,10
Clearfield,UNION TOWNSHIP,AUDITOR GENERAL, ,DEM,TRACIE FOUNTAIN,1
Clearfield,UNION TOWNSHIP,AUDITOR GENERAL, ,DEM,ROSE ROSIE MARIE DAVIS,0
Clearfield,UNION TOWNSHIP,AUDITOR GENERAL, ,DEM,NINA AHMAD,4
Clearfield,UNION TOWNSHIP,AUDITOR GENERAL, ,DEM,CHRISTINA M HARTMAN,3
Clearfield,UNION TOWNSHIP,AUDITOR GENERAL, ,DEM,Write-In Totals,0
Clearfield,UNION TOWNSHIP,AUDITOR GENERAL, ,DEM,   Write-In: TIMOTHY DEFOOR,0
Clearfield,UNION TOWNSHIP,AUDITOR GENERAL, ,DEM,   Write-In: SCATTERED,0
Clearfield,UNION TOWNSHIP,AUDITOR GENERAL, ,DEM,  Not Assigned,0
Clearfield,UNION TOWNSHIP,STATE TREASURER, ,DEM,JOE TORSELLA,54
Clearfield,UNION TOWNSHIP,STATE TREASURER, ,DEM,Write-In Totals,0
Clearfield,UNION TOWNSHIP,STATE TREASURER, ,DEM,   Write-In: STACEY GARRITY,0
Clearfield,UNION TOWNSHIP,STATE TREASURER, ,DEM,   Write-In: SCATTERED,0
Clearfield,UNION TOWNSHIP,STATE TREASURER, ,DEM,  Not Assigned,0
Clearfield,UNION TOWNSHIP,REPRESENTATIVE IN CONGRESS, ,DEM,ROBERT WILLIAMS,49
Clearfield,UNION TOWNSHIP,REPRESENTATIVE IN CONGRESS, ,DEM,Write-In Totals,1
Clearfield,UNION TOWNSHIP,REPRESENTATIVE IN CONGRESS, ,DEM,   Write-In: GLENN GT THOMPSON,1
Clearfield,UNION TOWNSHIP,REPRESENTATIVE IN CONGRESS, ,DEM,   Write-In: SCATTERED,0
Clearfield,UNION TOWNSHIP,REPRESENTATIVE IN CONGRESS, ,DEM,  Not Assigned,0
Clearfield,UNION TOWNSHIP,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,RYAN GRIMM,47
Clearfield,UNION TOWNSHIP,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,Write-In Totals,2
Clearfield,UNION TOWNSHIP,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,   Write-In: MICHAEL CLEMENT,1
Clearfield,UNION TOWNSHIP,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,   Write-In: SCATTERED,0
Clearfield,UNION TOWNSHIP,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,   Write-In: MIKE ARMANINI,0
Clearfield,UNION TOWNSHIP,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,   Write-In: LISA A LABRASCA BECKER,1
Clearfield,UNION TOWNSHIP,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,  Not Assigned,0
Clearfield,UNION TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,REP,DONALD J TRUMP,239
Clearfield,UNION TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,REP,ROQUE ROCKY DE LA FUENTE,0
Clearfield,UNION TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,REP,BILL WELD,4
Clearfield,UNION TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,REP,Write-In Totals,2
Clearfield,UNION TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,REP,   Write-In: BERNIE SANDERS,1
Clearfield,UNION TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,REP,   Write-In: JOSEPH BIDEN,0
Clearfield,UNION TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,REP,   Write-In: SCATTERED,1
Clearfield,UNION TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,REP,  Not Assigned,0
