county,precinct,office,district,party,candidate,votes,absentee_mail,election_day
Chester,750 E WHITELAND 4,Registered Voters, ,,Registered Voters - Total,"1,413",,
Chester,750 E WHITELAND 4,Registered Voters, ,DEM,Registered Voters - DEMOCRATIC,580,,
Chester,750 E WHITELAND 4,Registered Voters, ,REP,Registered Voters - REPUBLICAN,575,,
Chester,750 E WHITELAND 4,Registered Voters, ,NPA,Registered Voters - NON-PARTISAN,258,,
Chester,750 E WHITELAND 4,Ballots Cast, , , ,531,367,164
Chester,750 E WHITELAND 4,Ballots Cast, ,DEM, ,341,273,68
Chester,750 E WHITELAND 4,Ballots Cast, ,REP, ,190,94,96
Chester,750 E WHITELAND 4,Ballots Cast, ,NPA, ,0,0,0
Chester,750 E WHITELAND 4,President, ,DEM,BERNIE SANDERS,65,54,11
Chester,750 E WHITELAND 4,President, ,DEM,JOSEPH R BIDEN,263,209,54
Chester,750 E WHITELAND 4,President, ,DEM,TULSI GABBARD,4,1,3
Chester,750 E WHITELAND 4,President, ,DEM,Write-In Totals,5,5,0
Chester,750 E WHITELAND 4,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,308,253,55
Chester,750 E WHITELAND 4,ATTORNEY GENERAL, ,DEM,Write-In Totals,2,1,1
Chester,750 E WHITELAND 4,AUDITOR GENERAL, ,DEM,H SCOTT CONKLIN,15,11,4
Chester,750 E WHITELAND 4,AUDITOR GENERAL, ,DEM,MICHAEL LAMB,17,15,2
Chester,750 E WHITELAND 4,AUDITOR GENERAL, ,DEM,TRACIE FOUNTAIN,22,18,4
Chester,750 E WHITELAND 4,AUDITOR GENERAL, ,DEM,ROSE ROSIE MARIE DAVIS,8,6,2
Chester,750 E WHITELAND 4,AUDITOR GENERAL, ,DEM,NINA AHMAD,113,88,25
Chester,750 E WHITELAND 4,AUDITOR GENERAL, ,DEM,CHRISTINA M HARTMAN,132,108,24
Chester,750 E WHITELAND 4,AUDITOR GENERAL, ,DEM,Write-In Totals,0,0,0
Chester,750 E WHITELAND 4,STATE TREASURER, ,DEM,JOE TORSELLA,305,248,57
Chester,750 E WHITELAND 4,STATE TREASURER, ,DEM,Write-In Totals,0,0,0
Chester,750 E WHITELAND 4,U.S. House,6,DEM,CHRISSY HOULAHAN,326,265,61
Chester,750 E WHITELAND 4,U.S. House,6,DEM,Write-In Totals,0,0,0
Chester,750 E WHITELAND 4,State House,167,DEM,KRISTINE HOWARD,238,188,50
Chester,750 E WHITELAND 4,State House,167,DEM,GINNY KERSLAKE,92,79,13
Chester,750 E WHITELAND 4,State House,167,DEM,Write-In Totals,0,0,0
Chester,750 E WHITELAND 4,President, ,REP,DONALD J TRUMP,138,53,85
Chester,750 E WHITELAND 4,President, ,REP,ROQUE ROCKY DE LA FUENTE,9,5,4
Chester,750 E WHITELAND 4,President, ,REP,BILL WELD,25,21,4
Chester,750 E WHITELAND 4,President, ,REP,Write-In Totals,7,5,2
Chester,750 E WHITELAND 4,ATTORNEY GENERAL, ,REP,HEATHER HEIDELBAUGH,161,78,83
Chester,750 E WHITELAND 4,ATTORNEY GENERAL, ,REP,Write-In Totals,3,3,0
Chester,750 E WHITELAND 4,AUDITOR GENERAL, ,REP,TIMOTHY DEFOOR,165,80,85
Chester,750 E WHITELAND 4,AUDITOR GENERAL, ,REP,Write-In Totals,1,1,0
Chester,750 E WHITELAND 4,STATE TREASURER, ,REP,STACY L GARRITY,164,77,87
Chester,750 E WHITELAND 4,STATE TREASURER, ,REP,Write-In Totals,3,3,0
Chester,750 E WHITELAND 4,U.S. House,6,REP,JOHN EMMONS,171,84,87
Chester,750 E WHITELAND 4,U.S. House,6,REP,Write-In Totals,3,3,0
Chester,750 E WHITELAND 4,State House,167,REP,WENDY GRAHAM LELAND,168,82,86
Chester,750 E WHITELAND 4,State House,167,REP,Write-In Totals,3,3,0
Chester,752 E WHITELAND 5,Registered Voters, ,,Registered Voters - Total,559,,
Chester,752 E WHITELAND 5,Registered Voters, ,DEM,Registered Voters - DEMOCRATIC,262,,
Chester,752 E WHITELAND 5,Registered Voters, ,REP,Registered Voters - REPUBLICAN,217,,
Chester,752 E WHITELAND 5,Registered Voters, ,NPA,Registered Voters - NON-PARTISAN,80,,
Chester,752 E WHITELAND 5,Ballots Cast, , , ,244,163,81
Chester,752 E WHITELAND 5,Ballots Cast, ,DEM, ,171,131,40
Chester,752 E WHITELAND 5,Ballots Cast, ,REP, ,73,32,41
Chester,752 E WHITELAND 5,Ballots Cast, ,NPA, ,0,0,0
Chester,752 E WHITELAND 5,President, ,DEM,BERNIE SANDERS,29,19,10
Chester,752 E WHITELAND 5,President, ,DEM,JOSEPH R BIDEN,139,112,27
Chester,752 E WHITELAND 5,President, ,DEM,TULSI GABBARD,0,0,0
Chester,752 E WHITELAND 5,President, ,DEM,Write-In Totals,0,0,0
Chester,752 E WHITELAND 5,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,156,119,37
Chester,752 E WHITELAND 5,ATTORNEY GENERAL, ,DEM,Write-In Totals,2,1,1
Chester,752 E WHITELAND 5,AUDITOR GENERAL, ,DEM,H SCOTT CONKLIN,5,1,4
Chester,752 E WHITELAND 5,AUDITOR GENERAL, ,DEM,MICHAEL LAMB,8,7,1
Chester,752 E WHITELAND 5,AUDITOR GENERAL, ,DEM,TRACIE FOUNTAIN,6,6,0
Chester,752 E WHITELAND 5,AUDITOR GENERAL, ,DEM,ROSE ROSIE MARIE DAVIS,9,4,5
Chester,752 E WHITELAND 5,AUDITOR GENERAL, ,DEM,NINA AHMAD,73,59,14
Chester,752 E WHITELAND 5,AUDITOR GENERAL, ,DEM,CHRISTINA M HARTMAN,57,45,12
Chester,752 E WHITELAND 5,AUDITOR GENERAL, ,DEM,Write-In Totals,1,0,1
Chester,752 E WHITELAND 5,STATE TREASURER, ,DEM,JOE TORSELLA,158,121,37
Chester,752 E WHITELAND 5,STATE TREASURER, ,DEM,Write-In Totals,0,0,0
Chester,752 E WHITELAND 5,U.S. House,6,DEM,CHRISSY HOULAHAN,162,125,37
Chester,752 E WHITELAND 5,U.S. House,6,DEM,Write-In Totals,1,0,1
Chester,752 E WHITELAND 5,State House,167,DEM,KRISTINE HOWARD,102,81,21
Chester,752 E WHITELAND 5,State House,167,DEM,GINNY KERSLAKE,65,47,18
Chester,752 E WHITELAND 5,State House,167,DEM,Write-In Totals,0,0,0
Chester,752 E WHITELAND 5,President, ,REP,DONALD J TRUMP,45,17,28
Chester,752 E WHITELAND 5,President, ,REP,ROQUE ROCKY DE LA FUENTE,6,4,2
Chester,752 E WHITELAND 5,President, ,REP,BILL WELD,10,4,6
Chester,752 E WHITELAND 5,President, ,REP,Write-In Totals,6,4,2
Chester,752 E WHITELAND 5,ATTORNEY GENERAL, ,REP,HEATHER HEIDELBAUGH,64,27,37
Chester,752 E WHITELAND 5,ATTORNEY GENERAL, ,REP,Write-In Totals,0,0,0
Chester,752 E WHITELAND 5,AUDITOR GENERAL, ,REP,TIMOTHY DEFOOR,65,27,38
Chester,752 E WHITELAND 5,AUDITOR GENERAL, ,REP,Write-In Totals,0,0,0
Chester,752 E WHITELAND 5,STATE TREASURER, ,REP,STACY L GARRITY,65,26,39
Chester,752 E WHITELAND 5,STATE TREASURER, ,REP,Write-In Totals,0,0,0
Chester,752 E WHITELAND 5,U.S. House,6,REP,JOHN EMMONS,67,27,40
Chester,752 E WHITELAND 5,U.S. House,6,REP,Write-In Totals,0,0,0
Chester,752 E WHITELAND 5,State House,167,REP,WENDY GRAHAM LELAND,61,26,35
Chester,752 E WHITELAND 5,State House,167,REP,Write-In Totals,1,0,1
Chester,754 E WHITELAND 6,Registered Voters, ,,Registered Voters - Total,"1,710",,
Chester,754 E WHITELAND 6,Registered Voters, ,DEM,Registered Voters - DEMOCRATIC,765,,
Chester,754 E WHITELAND 6,Registered Voters, ,REP,Registered Voters - REPUBLICAN,612,,
Chester,754 E WHITELAND 6,Registered Voters, ,NPA,Registered Voters - NON-PARTISAN,333,,
Chester,754 E WHITELAND 6,Ballots Cast, , , ,552,386,166
Chester,754 E WHITELAND 6,Ballots Cast, ,DEM, ,363,289,74
Chester,754 E WHITELAND 6,Ballots Cast, ,REP, ,189,97,92
Chester,754 E WHITELAND 6,Ballots Cast, ,NPA, ,0,0,0
Chester,754 E WHITELAND 6,President, ,DEM,BERNIE SANDERS,73,55,18
Chester,754 E WHITELAND 6,President, ,DEM,JOSEPH R BIDEN,276,222,54
Chester,754 E WHITELAND 6,President, ,DEM,TULSI GABBARD,4,4,0
Chester,754 E WHITELAND 6,President, ,DEM,Write-In Totals,8,7,1
Chester,754 E WHITELAND 6,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,342,269,73
Chester,754 E WHITELAND 6,ATTORNEY GENERAL, ,DEM,Write-In Totals,0,0,0
Chester,754 E WHITELAND 6,AUDITOR GENERAL, ,DEM,H SCOTT CONKLIN,8,5,3
Chester,754 E WHITELAND 6,AUDITOR GENERAL, ,DEM,MICHAEL LAMB,11,9,2
Chester,754 E WHITELAND 6,AUDITOR GENERAL, ,DEM,TRACIE FOUNTAIN,27,22,5
Chester,754 E WHITELAND 6,AUDITOR GENERAL, ,DEM,ROSE ROSIE MARIE DAVIS,11,9,2
Chester,754 E WHITELAND 6,AUDITOR GENERAL, ,DEM,NINA AHMAD,152,122,30
Chester,754 E WHITELAND 6,AUDITOR GENERAL, ,DEM,CHRISTINA M HARTMAN,130,102,28
Chester,754 E WHITELAND 6,AUDITOR GENERAL, ,DEM,Write-In Totals,0,0,0
Chester,754 E WHITELAND 6,STATE TREASURER, ,DEM,JOE TORSELLA,339,265,74
Chester,754 E WHITELAND 6,STATE TREASURER, ,DEM,Write-In Totals,0,0,0
Chester,754 E WHITELAND 6,U.S. House,6,DEM,CHRISSY HOULAHAN,351,277,74
Chester,754 E WHITELAND 6,U.S. House,6,DEM,Write-In Totals,2,2,0
Chester,754 E WHITELAND 6,State House,167,DEM,KRISTINE HOWARD,248,201,47
Chester,754 E WHITELAND 6,State House,167,DEM,GINNY KERSLAKE,104,79,25
Chester,754 E WHITELAND 6,State House,167,DEM,Write-In Totals,0,0,0
Chester,754 E WHITELAND 6,President, ,REP,DONALD J TRUMP,143,69,74
Chester,754 E WHITELAND 6,President, ,REP,ROQUE ROCKY DE LA FUENTE,5,2,3
Chester,754 E WHITELAND 6,President, ,REP,BILL WELD,27,19,8
Chester,754 E WHITELAND 6,President, ,REP,Write-In Totals,9,4,5
Chester,754 E WHITELAND 6,ATTORNEY GENERAL, ,REP,HEATHER HEIDELBAUGH,173,89,84
Chester,754 E WHITELAND 6,ATTORNEY GENERAL, ,REP,Write-In Totals,5,3,2
Chester,754 E WHITELAND 6,AUDITOR GENERAL, ,REP,TIMOTHY DEFOOR,175,88,87
Chester,754 E WHITELAND 6,AUDITOR GENERAL, ,REP,Write-In Totals,3,3,0
Chester,754 E WHITELAND 6,STATE TREASURER, ,REP,STACY L GARRITY,176,88,88
Chester,754 E WHITELAND 6,STATE TREASURER, ,REP,Write-In Totals,3,3,0
Chester,754 E WHITELAND 6,U.S. House,6,REP,JOHN EMMONS,179,91,88
Chester,754 E WHITELAND 6,U.S. House,6,REP,Write-In Totals,3,2,1
Chester,754 E WHITELAND 6,State House,167,REP,WENDY GRAHAM LELAND,173,90,83
Chester,754 E WHITELAND 6,State House,167,REP,Write-In Totals,4,2,2
Chester,759 W WHITELAND 1,Registered Voters, ,,Registered Voters - Total,"1,570",,
Chester,759 W WHITELAND 1,Registered Voters, ,DEM,Registered Voters - DEMOCRATIC,644,,
Chester,759 W WHITELAND 1,Registered Voters, ,REP,Registered Voters - REPUBLICAN,661,,
Chester,759 W WHITELAND 1,Registered Voters, ,NPA,Registered Voters - NON-PARTISAN,265,,
Chester,759 W WHITELAND 1,Ballots Cast, , , ,558,398,160
Chester,759 W WHITELAND 1,Ballots Cast, ,DEM, ,364,303,61
Chester,759 W WHITELAND 1,Ballots Cast, ,REP, ,194,95,99
Chester,759 W WHITELAND 1,Ballots Cast, ,NPA, ,0,0,0
Chester,759 W WHITELAND 1,President, ,DEM,BERNIE SANDERS,68,54,14
Chester,759 W WHITELAND 1,President, ,DEM,JOSEPH R BIDEN,280,237,43
Chester,759 W WHITELAND 1,President, ,DEM,TULSI GABBARD,8,7,1
Chester,759 W WHITELAND 1,President, ,DEM,Write-In Totals,6,4,2
Chester,759 W WHITELAND 1,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,341,283,58
Chester,759 W WHITELAND 1,ATTORNEY GENERAL, ,DEM,Write-In Totals,4,4,0
Chester,759 W WHITELAND 1,AUDITOR GENERAL, ,DEM,H SCOTT CONKLIN,12,11,1
Chester,759 W WHITELAND 1,AUDITOR GENERAL, ,DEM,MICHAEL LAMB,18,15,3
Chester,759 W WHITELAND 1,AUDITOR GENERAL, ,DEM,TRACIE FOUNTAIN,21,19,2
Chester,759 W WHITELAND 1,AUDITOR GENERAL, ,DEM,ROSE ROSIE MARIE DAVIS,11,9,2
Chester,759 W WHITELAND 1,AUDITOR GENERAL, ,DEM,NINA AHMAD,118,87,31
Chester,759 W WHITELAND 1,AUDITOR GENERAL, ,DEM,CHRISTINA M HARTMAN,152,133,19
Chester,759 W WHITELAND 1,AUDITOR GENERAL, ,DEM,Write-In Totals,1,1,0
Chester,759 W WHITELAND 1,STATE TREASURER, ,DEM,JOE TORSELLA,341,283,58
Chester,759 W WHITELAND 1,STATE TREASURER, ,DEM,Write-In Totals,2,1,1
Chester,759 W WHITELAND 1,U.S. House,6,DEM,CHRISSY HOULAHAN,354,295,59
Chester,759 W WHITELAND 1,U.S. House,6,DEM,Write-In Totals,1,1,0
Chester,759 W WHITELAND 1,State House,167,DEM,KRISTINE HOWARD,128,114,14
Chester,759 W WHITELAND 1,State House,167,DEM,GINNY KERSLAKE,226,181,45
Chester,759 W WHITELAND 1,State House,167,DEM,Write-In Totals,0,0,0
Chester,759 W WHITELAND 1,President, ,REP,DONALD J TRUMP,145,59,86
Chester,759 W WHITELAND 1,President, ,REP,ROQUE ROCKY DE LA FUENTE,6,3,3
Chester,759 W WHITELAND 1,President, ,REP,BILL WELD,21,17,4
Chester,759 W WHITELAND 1,President, ,REP,Write-In Totals,11,7,4
Chester,759 W WHITELAND 1,ATTORNEY GENERAL, ,REP,HEATHER HEIDELBAUGH,177,88,89
Chester,759 W WHITELAND 1,ATTORNEY GENERAL, ,REP,Write-In Totals,1,0,1
Chester,759 W WHITELAND 1,AUDITOR GENERAL, ,REP,TIMOTHY DEFOOR,177,87,90
Chester,759 W WHITELAND 1,AUDITOR GENERAL, ,REP,Write-In Totals,0,0,0
Chester,759 W WHITELAND 1,STATE TREASURER, ,REP,STACY L GARRITY,181,90,91
Chester,759 W WHITELAND 1,STATE TREASURER, ,REP,Write-In Totals,0,0,0
Chester,759 W WHITELAND 1,U.S. House,6,REP,JOHN EMMONS,183,89,94
Chester,759 W WHITELAND 1,U.S. House,6,REP,Write-In Totals,1,0,1
Chester,759 W WHITELAND 1,State House,167,REP,WENDY GRAHAM LELAND,176,87,89
Chester,759 W WHITELAND 1,State House,167,REP,Write-In Totals,1,1,0
Chester,760 W WHITELAND 2,Registered Voters, ,,Registered Voters - Total,"1,808",,
Chester,760 W WHITELAND 2,Registered Voters, ,DEM,Registered Voters - DEMOCRATIC,872,,
Chester,760 W WHITELAND 2,Registered Voters, ,REP,Registered Voters - REPUBLICAN,590,,
Chester,760 W WHITELAND 2,Registered Voters, ,NPA,Registered Voters - NON-PARTISAN,346,,
Chester,760 W WHITELAND 2,Ballots Cast, , , ,642,433,209
Chester,760 W WHITELAND 2,Ballots Cast, ,DEM, ,470,351,119
Chester,760 W WHITELAND 2,Ballots Cast, ,REP, ,172,82,90
Chester,760 W WHITELAND 2,Ballots Cast, ,NPA, ,0,0,0
Chester,760 W WHITELAND 2,President, ,DEM,BERNIE SANDERS,85,64,21
Chester,760 W WHITELAND 2,President, ,DEM,JOSEPH R BIDEN,370,274,96
Chester,760 W WHITELAND 2,President, ,DEM,TULSI GABBARD,1,1,0
Chester,760 W WHITELAND 2,President, ,DEM,Write-In Totals,5,4,1
Chester,760 W WHITELAND 2,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,432,318,114
Chester,760 W WHITELAND 2,ATTORNEY GENERAL, ,DEM,Write-In Totals,1,1,0
Chester,760 W WHITELAND 2,AUDITOR GENERAL, ,DEM,H SCOTT CONKLIN,10,7,3
Chester,760 W WHITELAND 2,AUDITOR GENERAL, ,DEM,MICHAEL LAMB,30,23,7
Chester,760 W WHITELAND 2,AUDITOR GENERAL, ,DEM,TRACIE FOUNTAIN,25,19,6
Chester,760 W WHITELAND 2,AUDITOR GENERAL, ,DEM,ROSE ROSIE MARIE DAVIS,17,12,5
Chester,760 W WHITELAND 2,AUDITOR GENERAL, ,DEM,NINA AHMAD,178,127,51
Chester,760 W WHITELAND 2,AUDITOR GENERAL, ,DEM,CHRISTINA M HARTMAN,172,132,40
Chester,760 W WHITELAND 2,AUDITOR GENERAL, ,DEM,Write-In Totals,0,0,0
Chester,760 W WHITELAND 2,STATE TREASURER, ,DEM,JOE TORSELLA,429,316,113
Chester,760 W WHITELAND 2,STATE TREASURER, ,DEM,Write-In Totals,0,0,0
Chester,760 W WHITELAND 2,U.S. House,6,DEM,CHRISSY HOULAHAN,455,336,119
Chester,760 W WHITELAND 2,U.S. House,6,DEM,Write-In Totals,1,1,0
Chester,760 W WHITELAND 2,State House,167,DEM,KRISTINE HOWARD,165,120,45
Chester,760 W WHITELAND 2,State House,167,DEM,GINNY KERSLAKE,293,221,72
Chester,760 W WHITELAND 2,State House,167,DEM,Write-In Totals,1,0,1
Chester,760 W WHITELAND 2,President, ,REP,DONALD J TRUMP,134,57,77
Chester,760 W WHITELAND 2,President, ,REP,ROQUE ROCKY DE LA FUENTE,8,6,2
Chester,760 W WHITELAND 2,President, ,REP,BILL WELD,18,11,7
Chester,760 W WHITELAND 2,President, ,REP,Write-In Totals,6,4,2
Chester,760 W WHITELAND 2,ATTORNEY GENERAL, ,REP,HEATHER HEIDELBAUGH,163,74,89
Chester,760 W WHITELAND 2,ATTORNEY GENERAL, ,REP,Write-In Totals,1,1,0
Chester,760 W WHITELAND 2,AUDITOR GENERAL, ,REP,TIMOTHY DEFOOR,161,72,89
Chester,760 W WHITELAND 2,AUDITOR GENERAL, ,REP,Write-In Totals,1,1,0
Chester,760 W WHITELAND 2,STATE TREASURER, ,REP,STACY L GARRITY,161,72,89
Chester,760 W WHITELAND 2,STATE TREASURER, ,REP,Write-In Totals,1,1,0
Chester,760 W WHITELAND 2,U.S. House,6,REP,JOHN EMMONS,167,77,90
Chester,760 W WHITELAND 2,U.S. House,6,REP,Write-In Totals,1,1,0
Chester,760 W WHITELAND 2,State House,167,REP,WENDY GRAHAM LELAND,159,72,87
Chester,760 W WHITELAND 2,State House,167,REP,Write-In Totals,1,1,0
Chester,761 W WHITELAND 3,Registered Voters, ,,Registered Voters - Total,812,,
Chester,761 W WHITELAND 3,Registered Voters, ,DEM,Registered Voters - DEMOCRATIC,336,,
Chester,761 W WHITELAND 3,Registered Voters, ,REP,Registered Voters - REPUBLICAN,333,,
Chester,761 W WHITELAND 3,Registered Voters, ,NPA,Registered Voters - NON-PARTISAN,143,,
Chester,761 W WHITELAND 3,Ballots Cast, , , ,314,197,117
Chester,761 W WHITELAND 3,Ballots Cast, ,DEM, ,183,142,41
Chester,761 W WHITELAND 3,Ballots Cast, ,REP, ,131,55,76
Chester,761 W WHITELAND 3,Ballots Cast, ,NPA, ,0,0,0
Chester,761 W WHITELAND 3,President, ,DEM,BERNIE SANDERS,37,21,16
Chester,761 W WHITELAND 3,President, ,DEM,JOSEPH R BIDEN,140,115,25
Chester,761 W WHITELAND 3,President, ,DEM,TULSI GABBARD,3,3,0
Chester,761 W WHITELAND 3,President, ,DEM,Write-In Totals,2,2,0
Chester,761 W WHITELAND 3,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,169,133,36
Chester,761 W WHITELAND 3,ATTORNEY GENERAL, ,DEM,Write-In Totals,1,0,1
Chester,761 W WHITELAND 3,AUDITOR GENERAL, ,DEM,H SCOTT CONKLIN,4,3,1
Chester,761 W WHITELAND 3,AUDITOR GENERAL, ,DEM,MICHAEL LAMB,9,6,3
Chester,761 W WHITELAND 3,AUDITOR GENERAL, ,DEM,TRACIE FOUNTAIN,15,14,1
Chester,761 W WHITELAND 3,AUDITOR GENERAL, ,DEM,ROSE ROSIE MARIE DAVIS,1,1,0
Chester,761 W WHITELAND 3,AUDITOR GENERAL, ,DEM,NINA AHMAD,71,50,21
Chester,761 W WHITELAND 3,AUDITOR GENERAL, ,DEM,CHRISTINA M HARTMAN,68,56,12
Chester,761 W WHITELAND 3,AUDITOR GENERAL, ,DEM,Write-In Totals,0,0,0
Chester,761 W WHITELAND 3,STATE TREASURER, ,DEM,JOE TORSELLA,168,131,37
Chester,761 W WHITELAND 3,STATE TREASURER, ,DEM,Write-In Totals,1,0,1
Chester,761 W WHITELAND 3,U.S. House,6,DEM,CHRISSY HOULAHAN,176,138,38
Chester,761 W WHITELAND 3,U.S. House,6,DEM,Write-In Totals,1,0,1
Chester,761 W WHITELAND 3,State House,167,DEM,KRISTINE HOWARD,61,48,13
Chester,761 W WHITELAND 3,State House,167,DEM,GINNY KERSLAKE,117,91,26
Chester,761 W WHITELAND 3,State House,167,DEM,Write-In Totals,0,0,0
Chester,761 W WHITELAND 3,President, ,REP,DONALD J TRUMP,106,38,68
Chester,761 W WHITELAND 3,President, ,REP,ROQUE ROCKY DE LA FUENTE,5,3,2
Chester,761 W WHITELAND 3,President, ,REP,BILL WELD,10,7,3
Chester,761 W WHITELAND 3,President, ,REP,Write-In Totals,5,4,1
Chester,761 W WHITELAND 3,ATTORNEY GENERAL, ,REP,HEATHER HEIDELBAUGH,121,51,70
Chester,761 W WHITELAND 3,ATTORNEY GENERAL, ,REP,Write-In Totals,1,1,0
Chester,761 W WHITELAND 3,AUDITOR GENERAL, ,REP,TIMOTHY DEFOOR,122,51,71
Chester,761 W WHITELAND 3,AUDITOR GENERAL, ,REP,Write-In Totals,1,1,0
Chester,761 W WHITELAND 3,STATE TREASURER, ,REP,STACY L GARRITY,123,51,72
Chester,761 W WHITELAND 3,STATE TREASURER, ,REP,Write-In Totals,1,1,0
Chester,761 W WHITELAND 3,U.S. House,6,REP,JOHN EMMONS,124,51,73
Chester,761 W WHITELAND 3,U.S. House,6,REP,Write-In Totals,2,1,1
Chester,761 W WHITELAND 3,State House,167,REP,WENDY GRAHAM LELAND,119,50,69
Chester,761 W WHITELAND 3,State House,167,REP,Write-In Totals,1,1,0
Chester,762 W WHITELAND 4,Registered Voters, ,,Registered Voters - Total,"2,786",,
Chester,762 W WHITELAND 4,Registered Voters, ,DEM,Registered Voters - DEMOCRATIC,"1,344",,
Chester,762 W WHITELAND 4,Registered Voters, ,REP,Registered Voters - REPUBLICAN,838,,
Chester,762 W WHITELAND 4,Registered Voters, ,NPA,Registered Voters - NON-PARTISAN,604,,
Chester,762 W WHITELAND 4,Ballots Cast, , , ,918,684,234
Chester,762 W WHITELAND 4,Ballots Cast, ,DEM, ,707,580,127
Chester,762 W WHITELAND 4,Ballots Cast, ,REP, ,211,104,107
Chester,762 W WHITELAND 4,Ballots Cast, ,NPA, ,0,0,0
Chester,762 W WHITELAND 4,President, ,DEM,BERNIE SANDERS,107,88,19
Chester,762 W WHITELAND 4,President, ,DEM,JOSEPH R BIDEN,573,469,104
Chester,762 W WHITELAND 4,President, ,DEM,TULSI GABBARD,9,6,3
Chester,762 W WHITELAND 4,President, ,DEM,Write-In Totals,7,6,1
Chester,762 W WHITELAND 4,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,651,532,119
Chester,762 W WHITELAND 4,ATTORNEY GENERAL, ,DEM,Write-In Totals,3,3,0
Chester,762 W WHITELAND 4,AUDITOR GENERAL, ,DEM,H SCOTT CONKLIN,20,16,4
Chester,762 W WHITELAND 4,AUDITOR GENERAL, ,DEM,MICHAEL LAMB,26,23,3
Chester,762 W WHITELAND 4,AUDITOR GENERAL, ,DEM,TRACIE FOUNTAIN,50,44,6
Chester,762 W WHITELAND 4,AUDITOR GENERAL, ,DEM,ROSE ROSIE MARIE DAVIS,14,10,4
Chester,762 W WHITELAND 4,AUDITOR GENERAL, ,DEM,NINA AHMAD,283,218,65
Chester,762 W WHITELAND 4,AUDITOR GENERAL, ,DEM,CHRISTINA M HARTMAN,258,218,40
Chester,762 W WHITELAND 4,AUDITOR GENERAL, ,DEM,Write-In Totals,2,2,0
Chester,762 W WHITELAND 4,STATE TREASURER, ,DEM,JOE TORSELLA,646,530,116
Chester,762 W WHITELAND 4,STATE TREASURER, ,DEM,Write-In Totals,1,1,0
Chester,762 W WHITELAND 4,U.S. House,6,DEM,CHRISSY HOULAHAN,680,560,120
Chester,762 W WHITELAND 4,U.S. House,6,DEM,Write-In Totals,1,1,0
Chester,762 W WHITELAND 4,State House,167,DEM,KRISTINE HOWARD,263,220,43
Chester,762 W WHITELAND 4,State House,167,DEM,GINNY KERSLAKE,428,345,83
Chester,762 W WHITELAND 4,State House,167,DEM,Write-In Totals,0,0,0
Chester,762 W WHITELAND 4,President, ,REP,DONALD J TRUMP,145,57,88
Chester,762 W WHITELAND 4,President, ,REP,ROQUE ROCKY DE LA FUENTE,10,7,3
Chester,762 W WHITELAND 4,President, ,REP,BILL WELD,37,28,9
Chester,762 W WHITELAND 4,President, ,REP,Write-In Totals,11,8,3
Chester,762 W WHITELAND 4,ATTORNEY GENERAL, ,REP,HEATHER HEIDELBAUGH,195,92,103
Chester,762 W WHITELAND 4,ATTORNEY GENERAL, ,REP,Write-In Totals,3,3,0
Chester,762 W WHITELAND 4,AUDITOR GENERAL, ,REP,TIMOTHY DEFOOR,193,92,101
Chester,762 W WHITELAND 4,AUDITOR GENERAL, ,REP,Write-In Totals,3,3,0
Chester,762 W WHITELAND 4,STATE TREASURER, ,REP,STACY L GARRITY,192,90,102
Chester,762 W WHITELAND 4,STATE TREASURER, ,REP,Write-In Totals,3,3,0
Chester,762 W WHITELAND 4,U.S. House,6,REP,JOHN EMMONS,192,93,99
Chester,762 W WHITELAND 4,U.S. House,6,REP,Write-In Totals,4,3,1
Chester,762 W WHITELAND 4,State House,167,REP,WENDY GRAHAM LELAND,186,91,95
Chester,762 W WHITELAND 4,State House,167,REP,Write-In Totals,3,3,0
Chester,763 W WHITELAND 5,Registered Voters, ,,Registered Voters - Total,"1,783",,
Chester,763 W WHITELAND 5,Registered Voters, ,DEM,Registered Voters - DEMOCRATIC,819,,
Chester,763 W WHITELAND 5,Registered Voters, ,REP,Registered Voters - REPUBLICAN,672,,
Chester,763 W WHITELAND 5,Registered Voters, ,NPA,Registered Voters - NON-PARTISAN,292,,
Chester,763 W WHITELAND 5,Ballots Cast, , , ,698,474,224
Chester,763 W WHITELAND 5,Ballots Cast, ,DEM, ,482,373,109
Chester,763 W WHITELAND 5,Ballots Cast, ,REP, ,216,101,115
Chester,763 W WHITELAND 5,Ballots Cast, ,NPA, ,0,0,0
Chester,763 W WHITELAND 5,President, ,DEM,BERNIE SANDERS,83,49,34
Chester,763 W WHITELAND 5,President, ,DEM,JOSEPH R BIDEN,380,314,66
Chester,763 W WHITELAND 5,President, ,DEM,TULSI GABBARD,10,5,5
Chester,763 W WHITELAND 5,President, ,DEM,Write-In Totals,5,2,3
Chester,763 W WHITELAND 5,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,440,347,93
Chester,763 W WHITELAND 5,ATTORNEY GENERAL, ,DEM,Write-In Totals,4,0,4
Chester,763 W WHITELAND 5,AUDITOR GENERAL, ,DEM,H SCOTT CONKLIN,14,12,2
